1.6510321,-0.4668267,-1.2878803,-0.8930225,-1.2193261,2.5122023,1.1011281,-1.0779378,-1.0699782,-0.85411245,-0.47656706,-0.7903193,-1.9672146,-1.6424781,-1.963838,1.2351917,-0.2498234,-1.3365116,-3.4491317,0.9183089
-0.4216628,0.096332036,-0.1118512,-0.5193702,0.19532572,-0.57345927,-0.58779806,-0.7641286,-0.25224072,-0.5832832,1.9494592,-0.5460689,1.3389823,-0.44425097,1.1935146,2.7471032,2.9109416,-0.46044153,-1.4000473,-0.69828814
-0.5048996,-1.0138295,1.3995577,-1.0440135,2.963663,-0.4609843,-0.7759684,-0.8739342,-0.025113044,-0.29652533,-0.56108534,-1.0095348,-1.1562527,-0.6403933,-0.8193631,-0.47124973,-0.19349563,-0.43509322,-0.9296269,-0.54594225
-0.15404618,-0.010667346,-0.069878764,-0.03687977,-0.037135027,-0.11950365,-0.041055463,-0.30060637,-0.29428652,-0.115551986,-0.27693093,-0.18506102,-0.55035293,-0.32961372,-0.38746515,-0.0859133,-0.3274777,-0.26142323,-0.012762504,-0.3976913
-0.5428671,-1.6929991,-1.8399101,2.8398428,2.7941654,-1.8302782,0.7460958,3.0498302,-0.66203827,-0.97680855,-1.3660346,1.5004567,-2.1414864,-1.5246634,-1.8794732,-1.043571,-2.4376686,-2.7483058,-2.345597,-3.0607526
-1.0522356,1.7587924,-1.3044736,-1.885969,3.0805223,0.5462061,-1.4968926,-1.0490974,-0.98809004,-0.6631711,-1.2145814,2.9860318,-1.1318265,4.0878983,-0.8531169,-2.5690665,-2.1960697,-1.1322216,-1.2866578,-1.5935735
-0.39553645,-0.31935677,-0.2828253,-0.36341357,0.46106473,-0.29408544,0.2950424,-0.15928656,0.4950029,-0.0052281683,-0.3354362,-0.22248726,2.1180649,0.049560923,-0.14945959,-0.37052915,-0.10967733,-0.2276166,0.33719933,-0.78826696
-0.7813451,-0.9971061,-0.9646066,2.342272,-1.1479976,-0.8201456,2.1668386,-2.1706138,-0.960351,-0.80719286,1.8091574,-0.6284892,1.0581102,0.45717803,3.2644503,-1.3495218,-2.6011806,-0.6095983,3.841284,1.2724038
-0.49324006,-0.23985787,0.076271184,-0.24410865,-0.07027233,1.3440794,-0.17909437,-0.8202575,-0.7213437,-0.4891594,0.02181214,-0.07466678,-1.7380868,-1.2536119,-0.20740798,-1.0473416,-0.88066125,3.3880358,-1.8794264,3.4567769
-0.17914899,-0.1254701,-0.12626219,-0.18507941,-0.05371305,-0.18652119,-0.15926832,0.0074076485,0.036117837,0.11074101,-0.09913141,-0.28844392,-0.17512225,-0.29270646,-0.25566304,-0.10970815,-0.4929514,-0.47628647,-0.34603205,-0.10413638
-0.499136,1.3327274,0.306039,-0.40415573,-1.0143073,-0.6446085,-0.38301718,-0.20537178,-0.17342141,-0.7646678,-0.61050093,-0.6192933,-1.4114169,-1.2830211,-1.2839674,-0.031278536,-0.38359088,-1.018791,-0.36494312,-0.36118388
-0.6730391,0.44019318,-0.23826891,-0.7315549,-0.7161472,-1.7329497,-1.234383,0.15915103,-1.9311005,-1.8230513,-1.612081,-2.5828145,3.7904928,3.548957,-1.4986161,6.417732,-2.1975772,2.7122433,-1.0221804,0.27199703
-0.81797576,-0.63003844,-0.60468274,-0.7691308,-1.0080948,1.818093,-1.2229679,2.757947,2.8892412,-0.9434828,-2.3735723,-1.8041681,2.3138566,-1.9642982,-1.1060061,-2.0303307,2.4702525,4.359987,-1.8797095,2.3907378
-0.35780576,-0.86313206,-1.0504526,2.4196706,0.22053145,0.15424983,-0.63116354,-1.1078459,1.0273893,-0.119275406,-0.91233164,-0.68583757,1.8585341,-0.82215214,-0.9771459,-0.32076105,-1.3691908,-1.2347041,-0.65121144,-0.6393296
-0.96715665,-0.045868862,-0.43308848,1.2518754,-2.4537325,-1.8218848,3.1246862,-1.9128829,-1.2042562,2.8613296,-2.437392,-1.8457531,-1.556349,3.9317484,-1.0347846,-2.5172164,6.3502674,-2.0667286,-0.51532316,0.036537077
-0.2592435,-0.096747585,-0.044515513,0.056862526,-0.1958053,-0.23123337,-0.37357628,-0.2435327,0.13005207,0.053303514,-0.37056336,-0.3087998,0.36228663,1.1315552,-0.34746906,-0.07016424,-0.42494982,-0.475549,0.3913159,-0.16286933
-0.61533284,-0.36705053,-0.21520796,-0.046956275,-1.2322576,2.089289,-1.8074765,3.4594712,-0.63438195,-0.676356,3.1619904,-0.61093,0.029742388,-0.43802637,-0.25976562,-0.27983287,-0.76045495,-2.0834632,-1.9673905,-0.6037592
-0.47818002,0.16354154,0.46645424,-0.4518084,-0.1939925,-0.5084733,-0.5417312,-0.455143,-0.8752907,3.2284565,-1.1815498,-0.7104267,-0.4866708,-0.9915749,0.48325482,4.7575107,-1.0859977,-0.4774827,-1.4602034,-1.8807087
1.6398469,-0.5713616,-0.56481206,-0.43208617,-1.2155082,0.59528553,-1.6573195,-0.76622194,2.0188909,-0.8213075,-1.5341412,-1.2272956,-3.3249342,2.443488,-3.249027,1.6037593,-2.7226632,-2.918939,-3.3167136,4.4263787
0.15856527,-0.17068844,-0.14815994,-0.44968334,0.34667662,-0.116996594,-0.56504285,0.9888385,0.45178834,0.31627652,-0.7057361,-0.69776094,-2.0758286,-0.5872063,-0.76670426,-2.0657797,-0.7601254,3.5896223,-2.5954921,-2.0045803
-0.18985923,-0.07672314,-0.062319733,-0.1632743,0.07262719,-0.18645316,0.20011814,-0.011584119,-0.06787029,0.03785263,-0.22687124,-0.23763914,-0.2798239,-0.02869411,-0.13736767,-0.49584982,-0.25101867,-0.55516315,-0.12287605,-0.29277712
-1.4490788,0.7100165,0.84787047,1.0400223,1.4992912,0.84995353,0.7911742,-3.0687108,-3.0346048,-3.242064,-3.1525412,-2.7441182,1.4833128,-3.7456965,-2.7339804,-3.5428288,-3.8911812,-2.8216279,-3.9209197,-3.6232247
-0.14832638,-0.18423402,-0.16869074,-0.21292792,0.07178749,-0.17398185,-0.18989676,-0.16137421,0.13151619,-0.11406497,-0.3805305,-0.30841592,-0.20423703,-0.13490048,0.057474446,-0.12778488,-0.35402817,-0.37540898,-0.4142717,-0.19205147
-0.5425974,1.2336476,-0.50380313,-0.2956219,-1.0486056,0.14681356,0.21787791,-0.47670892,-0.5950103,-0.65104115,-0.77095973,0.46442452,-0.4086565,-0.08094407,-0.7097144,-0.55080056,-0.7726317,-0.8182709,-0.7724796,-0.62706584
